date,city,precipitation,sunshine,templature
1947/8/1,Tokyo,128,277.9,28
1947/9/1,Tokyo,213.2,130.3,22.9
1947/10/1,Tokyo,121.4,141.8,15.6
1947/11/1,Tokyo,27.2,173.4,10.3
1947/12/1,Tokyo,46.4,157.7,4.1
1948/1/1,Tokyo,39.7,191.1,4
1948/2/1,Tokyo,75.5,178.7,5.1
1948/3/1,Tokyo,67.4,149.9,6.5
1948/4/1,Tokyo,149.2,183.2,14.2
1948/5/1,Tokyo,93.4,146.1,18.1
1948/6/1,Tokyo,215.5,145.3,21.6
1948/7/1,Tokyo,323,177,26
1948/8/1,Tokyo,287.6,151.2,25.4
1948/9/1,Tokyo,197.6,174.2,23.8
1948/10/1,Tokyo,65,129.4,17.4
1948/11/1,Tokyo,193.3,143.6,11.9
1948/12/1,Tokyo,50.2,136.4,7.9
1949/1/1,Tokyo,54.5,183.5,5.4
1949/2/1,Tokyo,70.9,135.9,6.5
1949/3/1,Tokyo,56.8,171,6.7
1949/4/1,Tokyo,120.5,215.5,12.1
1949/5/1,Tokyo,109.7,195.3,18.4
1949/6/1,Tokyo,284.3,115.5,19.4
1949/7/1,Tokyo,81.6,227.6,25.3
1949/8/1,Tokyo,253.2,197.4,26.6
1949/9/1,Tokyo,200.1,144.3,22.4
1949/10/1,Tokyo,296.9,113.9,16.1
1949/11/1,Tokyo,167.1,105.4,10
1949/12/1,Tokyo,86.5,153.5,6
1950/1/1,Tokyo,89.3,175.8,5
1950/2/1,Tokyo,78.7,138.5,4.7
1950/3/1,Tokyo,69.3,178.7,7.7
1950/4/1,Tokyo,147.4,147.5,13.9
1950/5/1,Tokyo,111.8,163.1,19.2
1950/6/1,Tokyo,372.1,125.9,21.8
1950/7/1,Tokyo,253.8,249.4,26.5
1950/8/1,Tokyo,297.7,178.6,26.2
1950/9/1,Tokyo,64.9,172.6,23.8
1950/10/1,Tokyo,223.5,120.7,15.8
1950/11/1,Tokyo,116.4,120.7,11.1
1950/12/1,Tokyo,126.8,165.9,5.4
1951/1/1,Tokyo,36.4,183.1,3.3
1951/2/1,Tokyo,120.4,155.5,4.5
1951/3/1,Tokyo,149.1,156.3,8.8
1951/4/1,Tokyo,177.1,146.1,13.3
1951/5/1,Tokyo,86.4,198.7,18
1951/6/1,Tokyo,144.3,168,21.2
1951/7/1,Tokyo,157.4,162,24.3
1951/8/1,Tokyo,220.6,218.2,26.7
1951/9/1,Tokyo,217.8,99.7,20.7
1951/10/1,Tokyo,170.1,126.2,17.3
1951/11/1,Tokyo,68.4,165.9,11.4
1951/12/1,Tokyo,41.8,173.9,7.3
1952/1/1,Tokyo,98.9,177.7,4.3
1952/2/1,Tokyo,79.9,107.4,2.6
1952/3/1,Tokyo,221.2,152.2,7.4
1952/4/1,Tokyo,202.8,165.5,13.3
1952/5/1,Tokyo,136.7,228.5,18.1
1952/6/1,Tokyo,242.6,134.6,21.3
1952/7/1,Tokyo,205.3,158.5,24.3
1952/8/1,Tokyo,73.3,203.1,26.8
1952/9/1,Tokyo,129,107.2,22.7
1952/10/1,Tokyo,105,128.3,17.3
1952/11/1,Tokyo,124.4,121.9,12
1952/12/1,Tokyo,21.5,152.5,5.3
1953/1/1,Tokyo,38.2,183.3,3.3
1953/2/1,Tokyo,42.1,158.4,4.2
1953/3/1,Tokyo,136.5,159.3,9.4
1953/4/1,Tokyo,49.6,197.8,12.7
1953/5/1,Tokyo,170.3,186.4,17.8
1953/6/1,Tokyo,191.2,84.2,20.6
1953/7/1,Tokyo,183.8,127,24.7
1953/8/1,Tokyo,247.2,116.4,25
1953/9/1,Tokyo,248.1,106.4,22.2
1953/10/1,Tokyo,144,167.3,17.2
1953/11/1,Tokyo,21.3,169.6,10.4
1953/12/1,Tokyo,47.1,130.4,7.6
1954/1/1,Tokyo,120.4,129.2,4.3
1954/2/1,Tokyo,53,176.8,5.6
1954/3/1,Tokyo,115.2,178.7,8.4
1954/4/1,Tokyo,177.3,146.3,14.9
1954/5/1,Tokyo,136.8,158.9,17.6
1954/6/1,Tokyo,304.5,82.6,18.3
1954/7/1,Tokyo,121.9,105.4,22.3
1954/8/1,Tokyo,120.8,199.4,27
1954/9/1,Tokyo,246.4,159.3,24.6
1954/10/1,Tokyo,145.1,116.2,15.5
1954/11/1,Tokyo,149.6,168.4,11.7
1954/12/1,Tokyo,79.7,150.3,7.1
1955/1/1,Tokyo,43.3,215.9,3.8
1955/2/1,Tokyo,89.4,174.6,6.2
1955/3/1,Tokyo,170.5,101.2,8.7
1955/4/1,Tokyo,87.5,143.1,13.6
1955/5/1,Tokyo,158.2,173.1,18.2
1955/6/1,Tokyo,81,148.2,22.7
1955/7/1,Tokyo,71,246.6,27.6
1955/8/1,Tokyo,201.9,189.8,26.3
1955/9/1,Tokyo,197.9,129.1,22.3
1955/10/1,Tokyo,319.4,117.6,17.6
1955/11/1,Tokyo,110.3,184.1,11
1955/12/1,Tokyo,23.5,194.8,7.9
1956/1/1,Tokyo,102.2,185.5,4.2
1956/2/1,Tokyo,52.3,173.4,4.3
1956/3/1,Tokyo,152.6,143,8.6
1956/4/1,Tokyo,137.5,170.2,13.1
1956/5/1,Tokyo,309.1,133.5,17.6
1956/6/1,Tokyo,151.6,142.4,22.3
1956/7/1,Tokyo,64.8,134.7,24.2
1956/8/1,Tokyo,107.1,164.5,25.4
1956/9/1,Tokyo,197.1,132.4,22.7
1956/10/1,Tokyo,302.8,84.7,17.3
1956/11/1,Tokyo,75.9,133.4,11.8
1956/12/1,Tokyo,4.3,217,5
1957/1/1,Tokyo,2.6,161.2,5.7
1957/2/1,Tokyo,93.9,128.3,4.3
1957/3/1,Tokyo,77.4,216.3,6.8
1957/4/1,Tokyo,118.5,151.7,14.3
1957/5/1,Tokyo,164.1,191.9,17.1
1957/6/1,Tokyo,320.9,104.1,19.8
1957/7/1,Tokyo,143.1,91.9,24.4
1957/8/1,Tokyo,47.4,190.3,27.3
1957/9/1,Tokyo,243.6,76.8,20.8
1957/10/1,Tokyo,121.8,141.2,17.2
1957/11/1,Tokyo,51.6,164.1,12.9
1957/12/1,Tokyo,115.1,163,8
1958/1/1,Tokyo,69.5,190.7,5
1958/2/1,Tokyo,67.1,180.3,6
1958/3/1,Tokyo,62.9,158.6,8.4
1958/4/1,Tokyo,47.5,161.4,13.9
1958/5/1,Tokyo,80.3,205.1,18
1958/6/1,Tokyo,63,174.9,22
1958/7/1,Tokyo,197.5,129.3,24.9
1958/8/1,Tokyo,83.4,161,25.8
1958/9/1,Tokyo,670.9,132.6,23.2
1958/10/1,Tokyo,275.9,119.5,16
1958/11/1,Tokyo,89.4,117.6,11.1
1958/12/1,Tokyo,97.5,187.7,7.9
1959/1/1,Tokyo,54.7,170,3.7
1959/2/1,Tokyo,115.3,118.5,7.3
1959/3/1,Tokyo,92.3,179.4,8.9
1959/4/1,Tokyo,162.7,191.3,15.3
1959/5/1,Tokyo,196.9,194.2,18.5
1959/6/1,Tokyo,123,113.9,20.4
1959/7/1,Tokyo,71,157.5,26.1
1959/8/1,Tokyo,137.2,180.5,26.7
1959/9/1,Tokyo,162,121.9,24.1
1959/10/1,Tokyo,217.3,124.1,17.6
1959/11/1,Tokyo,117.6,117.2,12.3
1959/12/1,Tokyo,176.3,159.9,7
1960/1/1,Tokyo,31.2,208.9,5
1960/2/1,Tokyo,8.8,207.3,6.6
1960/3/1,Tokyo,71.2,209,9.5
1960/4/1,Tokyo,164.8,154.6,12.8
1960/5/1,Tokyo,124.8,186.9,17.8
1960/6/1,Tokyo,83,155.4,21.5
1960/7/1,Tokyo,31.6,181.3,25.8
1960/8/1,Tokyo,215,218.5,26.4
1960/9/1,Tokyo,177.1,147.9,23.6
1960/10/1,Tokyo,182,134.4,16.8
1960/11/1,Tokyo,123.1,134.1,12.3
1960/12/1,Tokyo,69.3,183.9,6.7
1961/1/1,Tokyo,39,183.6,3.6
1961/2/1,Tokyo,43.5,197.9,4.5
1961/3/1,Tokyo,106.6,181.1,8.2
1961/4/1,Tokyo,183.1,205.8,14.9
1961/5/1,Tokyo,55.5,191.2,19.8
1961/6/1,Tokyo,305.5,166.4,22.6
1961/7/1,Tokyo,29.5,217.2,27.4
1961/8/1,Tokyo,30.9,172.2,26.8
1961/9/1,Tokyo,37,181.1,25.3
1961/10/1,Tokyo,338.4,82.3,18.3
1961/11/1,Tokyo,50.7,161,12.7
1961/12/1,Tokyo,40.5,202.6,7.2
1962/1/1,Tokyo,40.5,210.7,4.5
1962/2/1,Tokyo,13.5,195,5.9
1962/3/1,Tokyo,65.5,189.8,8.2
1962/4/1,Tokyo,124.2,202.6,14.1
1962/5/1,Tokyo,211.5,177,18.4
1962/6/1,Tokyo,244.5,111.8,20.9
1962/7/1,Tokyo,166.9,135.9,25.1
1962/8/1,Tokyo,50.1,270.5,28.1
1962/9/1,Tokyo,4.9,168.7,24.5
1962/10/1,Tokyo,119.8,135.9,16.7
1962/11/1,Tokyo,151.8,117.6,11.3
1962/12/1,Tokyo,62.8,175.8,7
1963/1/1,Tokyo,0.2,231.1,3.2
1963/2/1,Tokyo,21.3,199.9,4.8
1963/3/1,Tokyo,86.7,198.8,7.6
1963/4/1,Tokyo,76.1,193.6,13.9
1963/5/1,Tokyo,135.1,102.9,18.4
1963/6/1,Tokyo,248.2,119.4,21.8
1963/7/1,Tokyo,65.9,151.9,25.7
1963/8/1,Tokyo,382.2,166.2,26.6
1963/9/1,Tokyo,144.2,123.1,21.4
1963/10/1,Tokyo,294.7,135.3,16.3
1963/11/1,Tokyo,90.6,164.2,12.1
1963/12/1,Tokyo,29.8,184.6,8.1
1964/1/1,Tokyo,144.6,124.6,5.4
1964/2/1,Tokyo,64,151,4.2
1964/3/1,Tokyo,99.7,199,7.6
1964/4/1,Tokyo,94.2,128.4,15.3
1964/5/1,Tokyo,80.4,209.5,18.9
1964/6/1,Tokyo,139.9,125.2,21.5
1964/7/1,Tokyo,45.9,153.6,25.5
1964/8/1,Tokyo,110.8,184.3,27.8
1964/9/1,Tokyo,132.4,89,22.3
1964/10/1,Tokyo,130.5,143.9,15.9
1964/11/1,Tokyo,50.3,170.6,11.1
1964/12/1,Tokyo,47.5,164.1,7.5
1965/1/1,Tokyo,48,175.4,4.4
1965/2/1,Tokyo,10.5,193.4,4.7
1965/3/1,Tokyo,44.5,252.4,6.9
1965/4/1,Tokyo,87,178.4,11.1
1965/5/1,Tokyo,400,189.1,17.2
1965/6/1,Tokyo,219.5,148.5,21.6
1965/7/1,Tokyo,97,102.2,24.2
1965/8/1,Tokyo,234.5,232.2,26.7
1965/9/1,Tokyo,204.5,128.6,22.2
1965/10/1,Tokyo,53,199.4,16.9
1965/11/1,Tokyo,131.5,150.2,12.7
1965/12/1,Tokyo,66,153.5,7
1966/1/1,Tokyo,23.6,195.8,4.6
1966/2/1,Tokyo,122,149.6,7.2
1966/3/1,Tokyo,99.9,150.4,9.6
1966/4/1,Tokyo,133.7,132.6,13.6
1966/5/1,Tokyo,196.2,232.6,17.9
1966/6/1,Tokyo,510.2,137.3,20.1
1966/7/1,Tokyo,160.8,112.6,24.4
1966/8/1,Tokyo,54.5,204.3,26.9
1966/9/1,Tokyo,197.1,122.9,23.2
1966/10/1,Tokyo,108.5,175.7,18.9
1966/11/1,Tokyo,29,132.8,12.9
1966/12/1,Tokyo,8,162.2,6.6
1967/1/1,Tokyo,32.2,194.4,4.4
1967/2/1,Tokyo,43.8,162.6,4.9
1967/3/1,Tokyo,69.7,180.8,9.5
1967/4/1,Tokyo,104.7,172,14.5
1967/5/1,Tokyo,49.3,258.3,20
1967/6/1,Tokyo,109.3,182.7,23
1967/7/1,Tokyo,89.2,143.5,26.3
1967/8/1,Tokyo,67.3,160.5,28
1967/9/1,Tokyo,148.8,98.4,22.6
1967/10/1,Tokyo,214.7,131.5,16.9
1967/11/1,Tokyo,61.4,114.1,12.1
1967/12/1,Tokyo,32.9,187.8,6.7
1968/1/1,Tokyo,9.5,219.2,5.7
1968/2/1,Tokyo,48,205.8,4.3
1968/3/1,Tokyo,94,157.9,10
1968/4/1,Tokyo,117.5,192.1,14.1
1968/5/1,Tokyo,185.5,182.6,17.5
1968/6/1,Tokyo,175,152.9,22
1968/7/1,Tokyo,136,127.4,24.7
1968/8/1,Tokyo,256,130.5,26.6
1968/9/1,Tokyo,109.5,133.9,21.9
1968/10/1,Tokyo,152.5,101.6,16.3
1968/11/1,Tokyo,19.5,197.8,14.1
1968/12/1,Tokyo,188,137.2,10.2
1969/1/1,Tokyo,54.5,148.4,5.7
1969/2/1,Tokyo,100,97.1,5.7
1969/3/1,Tokyo,121,179.3,7.9
1969/4/1,Tokyo,73,178.5,14.6
1969/5/1,Tokyo,88.5,200.4,19.6
1969/6/1,Tokyo,187.5,156.4,21.8
1969/7/1,Tokyo,102,138.1,25
1969/8/1,Tokyo,131.5,148.6,27.2
1969/9/1,Tokyo,238.5,122.4,22.8
1969/10/1,Tokyo,146,140.4,17.3
1969/11/1,Tokyo,93.5,129,12.8
1969/12/1,Tokyo,7,199.3,7.2
1970/1/1,Tokyo,58.5,182,4.5
1970/2/1,Tokyo,34.5,160.1,6
1970/3/1,Tokyo,46.5,195.8,5.5
1970/4/1,Tokyo,94,130.2,13
1970/5/1,Tokyo,161.5,194.1,19.6
1970/6/1,Tokyo,218,90.5,20.7
1970/7/1,Tokyo,118.5,137,25.4
1970/8/1,Tokyo,20.5,187.8,27.4
1970/9/1,Tokyo,86,92.9,24
1970/10/1,Tokyo,98.5,131.5,17.2
1970/11/1,Tokyo,144.5,156.3,12.3
1970/12/1,Tokyo,41,132.5,6.8
1971/1/1,Tokyo,32,181.6,5.1
1971/2/1,Tokyo,38,148.9,5.9
1971/3/1,Tokyo,67.5,203.3,8.3
1971/4/1,Tokyo,134,164.5,13.5
1971/5/1,Tokyo,110,168.9,17.4
1971/6/1,Tokyo,91.5,106,21.3
1971/7/1,Tokyo,153.5,161.1,25.8
1971/8/1,Tokyo,195,203.1,26.7
1971/9/1,Tokyo,273,77.5,21.1
1971/10/1,Tokyo,258.5,121.1,15.5
1971/11/1,Tokyo,30.5,154.7,11.9
1971/12/1,Tokyo,55,172.4,7.9
1972/1/1,Tokyo,113.5,156.4,6.6
1972/2/1,Tokyo,142,112.6,5.1
1972/3/1,Tokyo,44,207.7,9.7
1972/4/1,Tokyo,186.5,181.4,13.4
1972/5/1,Tokyo,116,207.1,18.6
1972/6/1,Tokyo,107,155.7,21.4
1972/7/1,Tokyo,301,167,25.2
1972/8/1,Tokyo,94.5,242,26.6
1972/9/1,Tokyo,281,171.1,23.1
1972/10/1,Tokyo,43.5,149.4,18.5
1972/11/1,Tokyo,43,159.7,12.3
1972/12/1,Tokyo,155.5,161.6,8.1
1973/1/1,Tokyo,136,177.6,6.3
1973/2/1,Tokyo,45,162.9,6.9
1973/3/1,Tokyo,10,207.5,7.8
1973/4/1,Tokyo,143,163.3,15.3
1973/5/1,Tokyo,97.5,205.1,17.9
1973/6/1,Tokyo,121.5,96.3,19.8
1973/7/1,Tokyo,49.5,225.8,26.1
1973/8/1,Tokyo,50,226.4,28.5
1973/9/1,Tokyo,155,154.2,23.2
1973/10/1,Tokyo,237.5,151.1,17.4
1973/11/1,Tokyo,104.5,196.5,12.1
1973/12/1,Tokyo,0,229,6.6
1974/1/1,Tokyo,29,229.5,4.4
1974/2/1,Tokyo,58.5,134.8,5.1
1974/3/1,Tokyo,114,183.7,7.3
1974/4/1,Tokyo,151,202.8,14.8
1974/5/1,Tokyo,93.5,231.5,19.3
1974/6/1,Tokyo,204.5,137,21.9
1974/7/1,Tokyo,270.5,108.9,23.4
1974/8/1,Tokyo,179,198.3,27.1
1974/9/1,Tokyo,246.5,132.5,22.8
1974/10/1,Tokyo,165,99.6,17.8
1974/11/1,Tokyo,30.5,154.5,11.7
1974/12/1,Tokyo,38.5,151.2,6.7
1975/1/1,Tokyo,67.5,182.7,4.7
1975/2/1,Tokyo,75,176.4,5.1
1975/3/1,Tokyo,108,182.3,7.9
1975/4/1,Tokyo,161.5,152.4,14.3
1975/5/1,Tokyo,151,213.1,18.6
1975/6/1,Tokyo,106.5,82.9,21.6
1975/7/1,Tokyo,175.5,189.7,25.6
1975/8/1,Tokyo,26.5,250.8,27.3
1975/9/1,Tokyo,99.5,192.7,25.2
1975/10/1,Tokyo,273,100.5,17.3
1975/11/1,Tokyo,245,124,12.7
1975/12/1,Tokyo,51.5,171.4,6.7
1976/1/1,Tokyo,0.5,225.2,5.4
1976/2/1,Tokyo,128,137.3,6.8
1976/3/1,Tokyo,87,148.2,9
1976/4/1,Tokyo,129,120.2,13
1976/5/1,Tokyo,218,174.5,17.7
1976/6/1,Tokyo,186,83.9,21.5
1976/7/1,Tokyo,102,178.8,23.9
1976/8/1,Tokyo,159,156.6,25.1
1976/9/1,Tokyo,284,128.6,22
1976/10/1,Tokyo,155,141.5,17.5
1976/11/1,Tokyo,78,132.6,11.2
1976/12/1,Tokyo,31,173.3,7.3
1977/1/1,Tokyo,19.5,161.5,3.4
1977/2/1,Tokyo,27,188.6,4.9
1977/3/1,Tokyo,167,141.9,9.3
1977/4/1,Tokyo,110.5,182.1,15.1
1977/5/1,Tokyo,96.5,225,18.7
1977/6/1,Tokyo,202.5,99.5,20.9
1977/7/1,Tokyo,91,204.3,25.8
1977/8/1,Tokyo,290.5,100.8,25
1977/9/1,Tokyo,233.5,133,24.3
1977/10/1,Tokyo,60,173.9,18.7
1977/11/1,Tokyo,102.5,136.5,14.8
1977/12/1,Tokyo,53.5,177.4,8.9
1978/1/1,Tokyo,28,160,5.6
1978/2/1,Tokyo,32,157.7,4.2
1978/3/1,Tokyo,115.5,193.1,8.7
1978/4/1,Tokyo,186.5,163.9,13.9
1978/5/1,Tokyo,130,167.2,19
1978/6/1,Tokyo,104,192.6,23.8
1978/7/1,Tokyo,45,217.1,27.8
1978/8/1,Tokyo,26,255.6,28.9
1978/9/1,Tokyo,124,102.2,22.2
1978/10/1,Tokyo,147,132.9,17.3
1978/11/1,Tokyo,65,160.2,12.9
1978/12/1,Tokyo,27,154.7,8.5
1979/1/1,Tokyo,59,179.5,6.6
1979/2/1,Tokyo,96,164.6,8.4
1979/3/1,Tokyo,92,190.2,9.9
1979/4/1,Tokyo,109.5,161.3,13.9
1979/5/1,Tokyo,148.5,230.6,18.6
1979/6/1,Tokyo,63,217.9,24.4
1979/7/1,Tokyo,88.5,143.1,25.2
1979/8/1,Tokyo,104.5,156,27.4
1979/9/1,Tokyo,146.5,119.1,24.1
1979/10/1,Tokyo,320.5,149.3,19.6
1979/11/1,Tokyo,182.5,102.9,14.3
1979/12/1,Tokyo,43,186.2,10.1
1980/1/1,Tokyo,88.5,182,5.6
1980/2/1,Tokyo,26,206.1,5.2
1980/3/1,Tokyo,173.5,157.5,8.2
1980/4/1,Tokyo,107,156.6,13.6
1980/5/1,Tokyo,154.5,204.2,19.2
1980/6/1,Tokyo,172.5,146.7,23.6
1980/7/1,Tokyo,202,95,23.8
1980/8/1,Tokyo,168.5,105.3,23.4
1980/9/1,Tokyo,181.5,125.2,23
1980/10/1,Tokyo,136,160,18.2
1980/11/1,Tokyo,133.5,149.6,13
1980/12/1,Tokyo,34,213.2,7.7
1981/1/1,Tokyo,3.5,233.4,4.4
1981/2/1,Tokyo,38,157.3,5.3
1981/3/1,Tokyo,113,192.6,9
1981/4/1,Tokyo,166,207.5,13.9
1981/5/1,Tokyo,151.5,182.6,17.5
1981/6/1,Tokyo,103,83.2,20.2
1981/7/1,Tokyo,167,181.3,26.3
1981/8/1,Tokyo,133,190.7,26.2
1981/9/1,Tokyo,138.5,140,21.8
1981/10/1,Tokyo,343.5,161.2,17.6
1981/11/1,Tokyo,99,130.6,10.4
1981/12/1,Tokyo,7.5,206.6,7.6
1982/1/1,Tokyo,32.5,194,5.8
1982/2/1,Tokyo,51.5,168,5.5
1982/3/1,Tokyo,73,177.8,9.9
1982/4/1,Tokyo,134,177.5,14
1982/5/1,Tokyo,85.5,243.7,20.7
1982/6/1,Tokyo,224.5,152.6,21.4
1982/7/1,Tokyo,140,102.3,23.1
1982/8/1,Tokyo,152.5,170.1,27.1
1982/9/1,Tokyo,371.5,104.3,22.3
1982/10/1,Tokyo,159.5,171.6,18
1982/11/1,Tokyo,136,118.8,14.3
1982/12/1,Tokyo,15,156.1,9.5
1983/1/1,Tokyo,29.5,205,6.2
1983/2/1,Tokyo,50.5,202.9,6.1
1983/3/1,Tokyo,99,176,8.6
1983/4/1,Tokyo,114.5,176.6,15.9
1983/5/1,Tokyo,105.5,241.5,19.7
1983/6/1,Tokyo,198,162.7,20.5
1983/7/1,Tokyo,141.5,119.4,23.8
1983/8/1,Tokyo,168.5,163.7,27.5
1983/9/1,Tokyo,242.5,92.8,23.1
1983/10/1,Tokyo,130,141.6,17.7
1983/11/1,Tokyo,53.5,181.8,12.3
1983/12/1,Tokyo,7.5,217.1,7.1
1984/1/1,Tokyo,50,208.8,3.7
1984/2/1,Tokyo,51,182.5,3
1984/3/1,Tokyo,69,205.7,5.9
1984/4/1,Tokyo,64,168.2,11.6
1984/5/1,Tokyo,77.5,172.2,17.2
1984/6/1,Tokyo,202,113.2,21.8
1984/7/1,Tokyo,81.5,180.1,26.2
1984/8/1,Tokyo,31.5,252.3,28.6
1984/9/1,Tokyo,61,146.9,23.5
1984/10/1,Tokyo,73.5,145.9,17.7
1984/11/1,Tokyo,50.5,148.7,12.2
1984/12/1,Tokyo,68,163.3,7.7
1985/1/1,Tokyo,4.5,200.9,4.1
1985/2/1,Tokyo,142,153.2,6.5
1985/3/1,Tokyo,134.5,74,7.8
1985/4/1,Tokyo,201.5,183.8,14.2
1985/5/1,Tokyo,89.5,201.8,19.1
1985/6/1,Tokyo,381,104.3,20.2
1985/7/1,Tokyo,115,194.8,26.3
1985/8/1,Tokyo,146,257.8,27.9
1985/9/1,Tokyo,106,101.9,23.1
1985/10/1,Tokyo,92.5,149.4,17.9
1985/11/1,Tokyo,85.5,173.5,13.3
1985/12/1,Tokyo,18.5,202.9,7.4
1986/1/1,Tokyo,15,185.7,4.5
1986/2/1,Tokyo,27.5,181.6,4.3
1986/3/1,Tokyo,188,161.5,7.8
1986/4/1,Tokyo,88,175.2,13.9
1986/5/1,Tokyo,210,194.2,17.9
1986/6/1,Tokyo,138,158.1,21.1
1986/7/1,Tokyo,137,109.1,23.9
1986/8/1,Tokyo,233.5,199.8,26.8
1986/9/1,Tokyo,190.5,113.9,23.7
1986/10/1,Tokyo,74,155.9,17.1
1986/11/1,Tokyo,41,126,12.3
1986/12/1,Tokyo,115.5,163.8,8.5
1987/1/1,Tokyo,38,181.4,5.8
1987/2/1,Tokyo,29.5,159.2,6.8
1987/3/1,Tokyo,94,149.1,9.3
1987/4/1,Tokyo,42.5,199.4,14.4
1987/5/1,Tokyo,65,172.6,19.3
1987/6/1,Tokyo,120.5,193.3,22.1
1987/7/1,Tokyo,146.5,177.6,27
1987/8/1,Tokyo,45.5,159.2,27.3
1987/9/1,Tokyo,214.5,104.1,23.3
1987/10/1,Tokyo,193,145.3,18.9
1987/11/1,Tokyo,39.5,122.5,12.8
1987/12/1,Tokyo,60.5,166.7,8.1
1988/1/1,Tokyo,28,197,7.7
1988/2/1,Tokyo,17.5,178.3,4.9
1988/3/1,Tokyo,185,129.8,8.4
1988/4/1,Tokyo,107.5,183.3,14.3
1988/5/1,Tokyo,144,178.3,18.2
1988/6/1,Tokyo,198,122.6,22.3
1988/7/1,Tokyo,158,61.8,22.4
1988/8/1,Tokyo,341.5,143.7,27
1988/9/1,Tokyo,251.5,39.2,22.8
1988/10/1,Tokyo,58.5,152.1,17.5
1988/11/1,Tokyo,26,205.8,11.4
1988/12/1,Tokyo,0,213.8,8.4
1989/1/1,Tokyo,95,152.6,8.1
1989/2/1,Tokyo,107,135.5,7.5
1989/3/1,Tokyo,118,176.4,9.6
1989/4/1,Tokyo,187,218.4,15.6
1989/5/1,Tokyo,210,131.6,17.7
1989/6/1,Tokyo,205,134.6,20.7
1989/7/1,Tokyo,154,118.6,24.1
1989/8/1,Tokyo,360.5,191.5,27.1
1989/9/1,Tokyo,204,115.1,25.2
1989/10/1,Tokyo,197,134.3,17.5
1989/11/1,Tokyo,71,145.2,14.2
1989/12/1,Tokyo,29,178.9,9.2
1990/1/1,Tokyo,32.5,179.3,5
1990/2/1,Tokyo,116.5,81.6,7.8
1990/3/1,Tokyo,97.5,200.4,10.6
1990/4/1,Tokyo,137.5,155.4,14.7
1990/5/1,Tokyo,120.5,174.6,19.2
1990/6/1,Tokyo,68,133.4,23.5
1990/7/1,Tokyo,51,143.8,25.7
1990/8/1,Tokyo,181.5,230.2,28.6
1990/9/1,Tokyo,287,140.2,24.8
1990/10/1,Tokyo,148.5,137.6,19.2
1990/11/1,Tokyo,234,166.9,15.1
1990/12/1,Tokyo,38,197.3,10
1991/1/1,Tokyo,55,210.6,6.3
1991/2/1,Tokyo,69,199.3,6.5
1991/3/1,Tokyo,164,115.8,9.5
1991/4/1,Tokyo,112.5,150.7,15.4
1991/5/1,Tokyo,61,204,18.8
1991/6/1,Tokyo,142,127.7,23.6
1991/7/1,Tokyo,72,136.4,26.7
1991/8/1,Tokyo,238,138.4,25.5
1991/9/1,Tokyo,445.5,85.6,23.9
1991/10/1,Tokyo,533,74.8,18.1
1991/11/1,Tokyo,114,145.8,13
1991/12/1,Tokyo,36,143.9,9.2
1992/1/1,Tokyo,50,183.2,6.8
1992/2/1,Tokyo,36,166.4,6.9
1992/3/1,Tokyo,205,98.8,9.7
1992/4/1,Tokyo,167.5,172.5,15.1
1992/5/1,Tokyo,134,162.4,17.3
1992/6/1,Tokyo,237,113,20.6
1992/7/1,Tokyo,111.5,153.6,25.5
1992/8/1,Tokyo,9,184.7,27
1992/9/1,Tokyo,108,161.7,23.3
1992/10/1,Tokyo,328,115.6,17.3
1992/11/1,Tokyo,168,146.6,13
1992/12/1,Tokyo,65.5,164.9,9.4
1993/1/1,Tokyo,115,130,6.2
1993/2/1,Tokyo,57,195.7,7.7
1993/3/1,Tokyo,60.5,187.7,8.7
1993/4/1,Tokyo,58,183,13.4
1993/5/1,Tokyo,65.5,192.2,18.1
1993/6/1,Tokyo,260,110.9,21.7
1993/7/1,Tokyo,316.5,75.2,22.5
1993/8/1,Tokyo,412,102.2,24.8
1993/9/1,Tokyo,140,90.8,22.9
1993/10/1,Tokyo,156,143.5,17.5
1993/11/1,Tokyo,167,147.5,14.1
1993/12/1,Tokyo,65,153.2,8.5
1994/1/1,Tokyo,50,173.6,5.5
1994/2/1,Tokyo,88.5,206.2,6.6
1994/3/1,Tokyo,114.5,158.1,8.1
1994/4/1,Tokyo,49,209.5,15.8
1994/5/1,Tokyo,133.5,194.6,19.5
1994/6/1,Tokyo,144.5,136.2,22.4
1994/7/1,Tokyo,93.5,202.9,28.3
1994/8/1,Tokyo,92.5,239.9,28.9
1994/9/1,Tokyo,235,131.8,24.8
1994/10/1,Tokyo,57,76.5,20.2
1994/11/1,Tokyo,50.5,167,13.4
1994/12/1,Tokyo,23,167.3,9
1995/1/1,Tokyo,36,224.2,6.3
1995/2/1,Tokyo,27,179.3,6.5
1995/3/1,Tokyo,180,134.4,8.9
1995/4/1,Tokyo,99.5,158.5,15
1995/5/1,Tokyo,204.5,147.6,19.1
1995/6/1,Tokyo,185.5,62.6,20.4
1995/7/1,Tokyo,171,137.1,26.4
1995/8/1,Tokyo,31,248.7,29.4
1995/9/1,Tokyo,164.5,149,23.7
1995/10/1,Tokyo,79,148,19.5
1995/11/1,Tokyo,42,203.4,12.7
1995/12/1,Tokyo,0,235.3,7.7
1996/1/1,Tokyo,13,197.8,6.6
1996/2/1,Tokyo,45,186.8,5.4
1996/3/1,Tokyo,118,162.5,9.2
